Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"""Target of Bombing""",United Press International,8638,"",(),(0),(0),(),"February 14, 1964",Gelatin silver print,"7 11/16 × 9 1/2"" (19.5 × 24.2 cm)",The New York Times Collection,2213.2001,Photograph,Photography,2001-06-14,Y,58806,http://www.moma.org/collection/works/58806,http://www.moma.org/media/W1siZiIsIjI0MDcxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=621ff15619f0b3b8,,,,19.5,,,24.2,,
Untitled,Unknown photographer,8595,"",(),(0),(0),(),c. 1950,Gelatin silver print,"3 1/16 × 2 3/8"" (7.7 × 6 cm)",Gift of Peter J. Cohen,710.2010,Photograph,Photography,2010-10-07,Y,141142,http://www.moma.org/collection/works/141142,http://www.moma.org/media/W1siZiIsIjMyMzg5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=beecc0dc33dea9e5,,,,7.7,,,6.0,,
"Woman with Jar (La Femme a la cruche), after Fernand Léger","Jacques Villon, Fernand Léger","6165, 6624","(French, 1875–1963) (French, 1881–1955)",(French) (French),(1875) (1881),(1963) (1955),(Male) (Male),1928,Aquatint,"plate: 18 7/16 x 12 1/8"" (46.8 x 30.8 cm)",Purchase,266.1935,Print,Drawings & Prints,1935-11-12,Y,65563,http://www.moma.org/collection/works/65563,http://www.moma.org/media/W1siZiIsIjE0Nzc5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8809515079c98879,,,,46.8,,,30.8,,
"Salon des Cent, Janvier 1895",René Georges Hermann-Paul,8365,"(French, 1864–1940)",(French),(1864),(1940),(Male),1894-95,Lithograph,"24 13/16 x 19 5/16"" (63 x 49.1 cm)",Gift of Ludwig Charell,180.1956,Design,Architecture & Design,1956-03-19,Y,5552,http://www.moma.org/collection/works/5552,http://www.moma.org/media/W1siZiIsIjM5ODIxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=133f2fd68686aaf6,,0.0,,63.0,,,49.1,,
Cardena rechauffe Avercamp from The Archives: Art Information Centre Peter Van Beveren,Miguel-Ángel Cárdenas,965,"(Dutch, born Colombia. 1934–2015)",(Dutch),(1934),(2015),(Male),1981,"Offset lithograph with collage and stamp additions from an artist's book, offset printed with collage, stamp, gouache, pencil, and ink additions","composition (irreg.): 9 5/8 × 6 5/8"" (24.5 × 16.8 cm); page: 11 7/16 × 8 1/4"" (29 × 21 cm)",John R. Jakobson Foundation Fund,414.1981.8,Illustrated Book,Drawings & Prints,1981-10-22,N,16914,,,,,,24.5,,,16.8,,
Toothbrush and Toothbrush Holder,Philippe Starck,8418,"(French, born 1949)",(French),(1949),(0),(Male),1989,Thermoplastic resin and ABS polymer,"Each (overall): h. 7 7/8"" (20 cm)
Untitled from Prison Notebook,Ibrahim El-Salahi,5121,"(Sudanese, born 1930)",(Sudanese),(1930),(0),(Male),1976,Ink on paper from a notebook with thirty-eight ink on paper drawings,"11 1/4 × 6 5/8"" (28.6 × 16.8 cm)","Acquired through the generosity of Marlene Hess and James D. Zirin, Catie and Donald Marron, Alice and Tom Tisch (in honor of Christophe Cherix), Marnie Pillsbury and Committee on Drawings and Prints Fund
"Sculpture Vivante (Living Sculpture), Festival of Misfits, Gallery One, London, October 23- November 8, 1962",Ben Vautier,6115,"(French, born Italy. 1935)",(French),(1935),(0),(Male),1962,Gelatin silver print,"sheet: 10 × 8"" (25.4 × 20.3 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3724.2008.A03,Photograph,Drawings & Prints,,N,229516,,,,,,,,,,,
"DUTCH WOMAN IN FLANNEL BLOOMERS (in-text plate, page 57) from AUS DEN MEMOIREN DES HERRN VON SCHNABELEWOPSKY",Jules Pascin,4514,"(American, born Bulgaria. 1885–1930)",(American),(1885),(1930),(Male),1910,Lithograph,"irreg. composition  4 9/16 x 5 11/16"" (11.6 x 14.5 cm)",The Louis E. Stern Collection,947.1964.25,Illustrated Book,Drawings & Prints,1964-10-06,N,29180,,,,,,11.6,,,14.5,,
Plate (page 13) from LETTRES,Henri Matisse,3832,"(French, 1869–1954)",(French),(1869),(1954),(Male),1945-1946,,"irreg. composition  9 3/4 x 6 7/8"" (24.7 x 17.5 cm)",The Louis E. Stern Collection,936.1964.5,Illustrated Book,Drawings & Prints,1964-10-06,N,28852,,,,,,24.7,,,17.5,,
"Stage Space, Isometric",Will Insley,2817,"(American, 1929–2011)",(American),(1929),(2011),(Male),1972,Pencil on paper,"30 x 30"" (76.3 x 76.2 cm)",The Riklis Collection of McCrory Corporation,901.1983,Drawing,Drawings & Prints,1985-09-10,Y,38231,http://www.moma.org/collection/works/38231,http://www.moma.org/media/W1siZiIsIjI5ODI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2356c8da5886e7e9,,,,76.2,,,76.2,,
I Want You for the U.S. Army,James Montgomery Flagg,1906,"(American, 1877–1960)",(American),(1877),(1960),(Male),1917,Lithograph,"40 1/4 x 29 1/2"" (102.1 x 74.8 cm)",Acquired by exchange,352.1967,Design,Architecture & Design,1967-04-11,Y,6455,http://www.moma.org/collection/works/6455,http://www.moma.org/media/W1siZiIsIjU1MjQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=a8aa84cec5338e6d,,,,102.1,,,74.8,,
"The Kin-der-Kid's Relief-Expedition Slams into a Steeple, with Results from The Chicago Sunday Tribune",Lyonel Feininger,1832,"(American, 1871–1956)",(American),(1871),(1956),(Male),"July 1, 1906",Lithographed comic strip,"page: 23 3/8 x 17 13/16"" (59.4 x 45.3 cm)",Gift of the artist,260.1944.9,Print,Drawings & Prints,1944-11-08,Y,102090,http://www.moma.org/collection/works/102090,http://www.moma.org/media/W1siZiIsIjExNzMzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8c390ed6b7f0928,,,,59.4,,,45.3,,
Untitled,Albert M. Fine,1874,"(American, 1932–1987)",(American),(1932),(1987),(Male),1965,Diazotype,"sheet: 13 9/16 × 11"" (34.5 × 28 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,FC3850,Print,Fluxus Collection,2008-10-08,N,137837,,,,,,34.5,,,28.0,,
Inroads Rebuff'd (pages 1-2) from Fluxus 1,Dick Higgins,2637,"(American, born England. 1938–1998)",(American),(1938),(1998),(Male),"1961, assembled c.1965",Double-sided offset,"book: 7 1/2 × 8 7/16 × 1 15/16"" (19.1 × 21.4 × 5 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2987.2008.11,Illustrated Book,Drawings & Prints,,N,279807,,,,5.0,,19.1,,,21.4,,
"ESQUIMAUX IGLOE OR WINTER HUT, MADE OF TURF AND STONES","George P. Critcherson, John L. Dunmore","1310, 26529","(American, 1823–1892) (American)",(American) (American),(1823) (0),(1892) (0),(Male) (Male),1869,Albumen silver print from a glass negative,"11 × 14 1/2"" (28.0 × 36.8 cm)",,466.1981.130,Photograph,Photography,1981-12-17,N,53790,,,,,,28.0,,,36.8,,
sheet  15 x 19 7/8"" (38.1 x 50.5 cm)",John S. Newberry Fund,230.1967,Print,Drawings & Prints,1967-04-11,N,64808,,,,,,29.4,,,33.5,,
(b, e each approx.): 3 7/16 × 2 3/16"" (8.7 × 5.5 cm)
Poster of the French National Railroad,Album-miscellaneous,101,(Various),(),(0),(0),(),1900-1943,,,Gift of the French National Railroads,65.1943.317,Design,Architecture & Design,1943-02-18,N,163136,,,,,,,,,,,
A Modern Madonna,F. M. Melchers,3913,"(Dutch, 1868–1944)",(Dutch),(1848),(1944),(Male),,Etching,,Gift of Abby Aldrich Rockefeller,1243.1940,Print,Drawings & Prints,1940-04-05,N,76151,,,,,,,,,,,
Costume design for the ballet Promenade,Forrest Thayer,5845,"(American, 1919–1951)",(American),(1919),(1951),(Male),1936,Watercolor and pencil on paper,"11 × 8 1/2"" (27.9 × 21.6 cm)",Gift of Lincoln Kirstein,295.1942.2,Drawing,Drawings & Prints,1942-01-01,Y,120739,http://www.moma.org/collection/works/120739,http://www.moma.org/media/W1siZiIsIjQzNzgyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a5e59d3bce03dfb8,,,,27.9400558801,,,21.5900431801,,
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann,35716,"(German, 1941–2010)",(German),(1941),(2010),(Female),Spring 1976,Gelatin silver print,"8 × 11 15/16"" (20.3 × 30.4 cm)",Acquired through the generosity of Robert B. Menschel,421.2017,Photograph,Photography,2017-05-18,Y,221544,http://www.moma.org/collection/works/221544,http://www.moma.org/media/W1siZiIsIjQwMDY4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6eae62067d4f458f,,,,20.3,,,30.4,,
"Die Aktion, vol. 3, no. 31","","","","","","","","August 2, 1913",Periodical with reproduction on cover,"page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",Committee on Prints and Illustrated Books Fund and The Library Council,947.2010.81,Periodical,Drawings & Prints,2010-11-10,N,144286,,,,,,30.8,,,23.2,,
The Author & his Guide from Rambles in the Footsteps of Don Quixote by Henry D. Inglis,George Cruikshank,1317,"(British, 1792–1878)",(British),(1792),(1878),(Male),1837,Etching,"plate: 7 15/16 × 5 1/4"" (20.1 × 13.4 cm); sheet: 11 13/16 × 8 11/16"" (30 × 22 cm)",The Louis E. Stern Collection,770.1964.1,Illustrated Book,Drawings & Prints,1964-10-06,Y,23579,http://www.moma.org/collection/works/23579,http://www.moma.org/media/W1siZiIsIjI0ODk4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec7fc95245a71398,,,,20.1,,,13.4,,
"Untitled, no. 16 of 24, from the portfolio, Hours of the Day",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),2006,Digital print,"composition: 13 7/8 x 23 15/16"" (35.3 x 60.8 cm); sheet: 17 1/2 x 26 15/16"" (44.5 x 68.5 cm)",Gift of the artist,1351.2009.17,Print,Drawings & Prints,,Y,153308,http://www.moma.org/collection/works/153308,http://www.moma.org/media/W1siZiIsIjI0MjY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69577856a1c21920,,,,35.3,,,60.8,,
"""Russian Soldiers with Consumption""",U.S. Army Signal Corps,7032,(American),(American),(0),(0),(),"April 7, 1945",Gelatin silver print,"7 5/8 × 9 1/2"" (19.4 × 24.1 cm)",The New York Times Collection,2224.2001,Photograph,Photography,2001-06-14,Y,58817,http://www.moma.org/collection/works/58817,http://www.moma.org/media/W1siZiIsIjIxODk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d6bfde082682b193,,,,19.4,,,24.1,,
","irreg. composition  8 7/8 x 7 3/8"" (22.5 x 18.8 cm)
Night (La Nuit) from Magic Mirror (Le miroir magique),Jean Hugo,2757,"(French, 1894–1984)",(French),(1894),(1984),(Male),1927,Stencil,"composition (irreg.): 7 1/16 x 9 1/16"" (18 x 23 cm); sheet: 10 13/16 x 14 5/8"" (27.5 x 37.2 cm)",Gift of Abby Aldrich Rockefeller,189.1934.11,Print,Drawings & Prints,,N,88233,,,,,,18.0,,,23.0,,
A Labyrinth,Friedrich Meckseper,3904,(German),(German),(0),(0),(Male),1967,Etching and aquatint,"plate: 23 7/16 x 19 1/2"" (59.6 x 49.6 cm); sheet: 30 5/8 x 25 9/16"" (77.8 x 65 cm)",John S. Newberry Fund,893.1969,Print,Drawings & Prints,1969-10-28,Y,74670,http://www.moma.org/collection/works/74670,,,,,59.6,,,49.6,,
"Balboa Terminals. Looking from Sosa Hill, showing entrance basin to Dry Dock #1. The Canal in the distance",Unknown photographer,8595,"",(),(0),(0),(),"April 25, 1916",Gelatin silver print,"7 1/16 × 9 7/16"" (17.9 × 24 cm)",Purchase,570.1971.108,Photograph,Photography,1971-11-10,N,83518,,,,,,17.9,,,24.0,,
Untitled,Antonio Dias,1529,"(Brazilian, 1944–2018)",(Brazilian),(1944),(2018),(Male),1967,Gouache and colored ink on paper,"18 1/2 x 12 5/8"" (47.0 x 31.9 cm)",Inter-American Fund,818.1969,Drawing,Drawings & Prints,1969-10-28,Y,38129,http://www.moma.org/collection/works/38129,http://www.moma.org/media/W1siZiIsIjMyMjQ0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31285cbdee7c5709,,,,44.1,,,29.2,,
No Title (To take a great writer at his word...),Raymond Pettibon,7500,"(American, born 1957)",(American),(1957),(0),(Male),(n.d.),Ink and colored ink on grey paper,"11 x 23"" (27.9 x 58.4 cm)",Gift from the Collection of Patricia and Morris Orden,437.2003,Drawing,Drawings & Prints,2004-02-10,Y,89526,http://www.moma.org/collection/works/89526,http://www.moma.org/media/W1siZiIsIjIwMzk0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bef2f88ce9e47380,,,,27.9401,,,58.4201,,
The Mediterranean,Aristide Maillol,3697,"(French, 1861–1944)",(French),(1861),(1944),(Male),1902-05 (cast c. 1951-53),Bronze,"41 x 45 x 29 3/4"" (104.1 x 114.3 x 75.6 cm)",Gift of Stephen C. Clark,173.1953,Sculpture,Painting & Sculpture,1953-04-07,Y,81068,http://www.moma.org/collection/works/81068,http://www.moma.org/media/W1siZiIsIjIxMDU2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c788da98bbcf4d86,,75.6,,104.1,,,114.3,,
Untitled from Found Masks 1975–1978,Kirsten Hawthorne,2551,"(American, born 1949)",(American),(1949),(0),(Female),"1975–78, published 1978",One from a portfolio of 29 photocopies,"composition (irreg.): 10 3/8 × 7 3/8"" (26.3 × 18.7 cm); sheet: 10 15/16 × 8 7/16"" (27.8 × 21.5 cm)",,20.1979.1,Print,Drawings & Prints,1979-01-23,Y,9370,http://www.moma.org/collection/works/9370,http://www.moma.org/media/W1siZiIsIjE4OTgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5ed888c77cee2303,,,,26.3,,,18.7,,
Plate (facing page 28) from DEATH OF A SALESMAN,Leonard Baskin,369,"(American, 1922–2000)",(American),(1922),(2000),(Male),1984,Etching,"plate  7 3/16 x 5 5/16"" (18.3 x 13.5 cm)",Gift of Edmund B. Thorton,322.1985.2,Illustrated Book,Drawings & Prints,1985-10-07,N,15629,,,,,,18.3,,,13.5,,
Sheet (.5): 23 1/2 x 35 3/8"" (59.7 x 89.9 cm)",Gift of Crown Point Press in celebration of its 25th anniversary,141.1987.5,Print,Drawings & Prints,1987-05-14,N,101540,,,,,,59.7,,,89.9,,
Page: 9 1/16 x 6 3/4"" (23 x 17.2 cm)",Gift of The Riklis Collection of McCrory Corporation,981.1983.3,Print,Drawings & Prints,1985-10-07,Y,75057,http://www.moma.org/collection/works/75057,http://www.moma.org/media/W1siZiIsIjIyNDM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41ebfcbf0dbd621c,,,,13.3,,,8.1,,
Chapter 2: Single channel HD video & 2 channel sound + sub woofer 6'",Dimensions variable,Fund for the Twenty-First Century,505.2017.1-2,Installation,Media and Performance,2017-05-24,Y,202989,http://www.moma.org/collection/works/202989,http://www.moma.org/media/W1siZiIsIjQzMTA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f98df6acc7b480c,,,,,,,,,2151.0
Four from Folio,Terry Winters,6408,"(American, born 1949)",(American),(1949),(0),(Male),(1985-1986),One from a portfolio of eleven lithographs,"composition  30 11/16 x 22 7/16"" (78 x 57 cm)
"LVMH Tower, New York, NY, Study model",Christian de Portzamparc,7470,"(French, born 1944)",(French),(1944),(0),(Male),1994–1999,Paper and cardboard,"39 3/8 x 7 1/2 x 11 13/16"" (100 x 19 x 30 cm)",Gift of the architect,682.2013,Architecture,Architecture & Design,2013-06-03,Y,168044,http://www.moma.org/collection/works/168044,http://www.moma.org/media/W1siZiIsIjI3OTA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e639d4b6ebbed10f,,30.0,,100.0,,,19.0,,
Tuileries - Vase,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1911,Albumen silver print,"Approx. 8 11/16 × 6 9/16"" (22 × 16.7 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.1313,Photograph,Photography,1968-03-06,Y,39229,http://www.moma.org/collection/works/39229,http://www.moma.org/media/W1siZiIsIjMwMjY3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b6e08f61241850a,,,,,,,,,
"Woman, Head on Hand",Amedeo Modigliani,4038,"(Italian, 1884–1920)",(Italian),(1884),(1920),(Male),(c. 1917),Pencil on paper,"19 3/8 x 11 7/8"" (49.2 x 30.2 cm)",Gift of Abby Aldrich Rockefeller,139.1940,Drawing,Drawings & Prints,1940-04-05,Y,34651,http://www.moma.org/collection/works/34651,http://www.moma.org/media/W1siZiIsIjM0NTcyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93b289bf1b76d0ab,,,,49.2,,,30.2,,
Plate (facing page 64) from THE SUICIDE CLUB,Karl Schrag,5268,"(American, 1912–1995)",(American),(1912),(1995),(Male),1941,,"plate  6 7/8 x 4 1/2"" (17.5 x 11.4 cm)",Gift of Mrs. Stanley Resor,425.1958.10,Illustrated Book,Drawings & Prints,1959-03-02,N,17003,,,,,,17.5,,,11.4,,
Added plate (inserted between folios 1 and 2) from PIERRE ÉCRITE,Raoul Ubac,5997,"(Belgian, born Germany, 1910–1985)",(Belgian),(1910),(1985),(Male),1958,"Slate engraving, printed in color","irreg. composition  6 7/8 x 10 5/8"" (17.4 x 27 cm)",Gift of Mrs. G. David Thompson,585.1966.11,Illustrated Book,Drawings & Prints,1966-11-03,N,19083,,,,,,17.4,,,27.0,,
"GREEN, WHITE AND RED",George Sugarman,5720,"(American, 1912–1999)",(American),(1912),(1999),(Male),(September 8-16) 1965,"Lithograph, printed in color","irreg composition  29 1/2 x 28 1/8"" (74.9 x 71.5 cm)
Infobar Cellular Phone,Naoto Fukasawa,27904,"(Japanese, born 1956)",(Japanese),(1956),(0),(Male),2003,Plastic and magnesium alloy,"5 7/8 x 1 5/8 x 7/8"" (13.8 x 4.2 x 1.1 cm)",Gift of the manufacturer,565.2006.1-4,Design,Architecture & Design,2006-10-03,N,105055,,,,1.1,,13.8,,,4.2,,
Rhoda,Walt Kuhn,3288,"(American, 1877–1949)",(American),(1877),(1949),(Male),1927,Lithograph,"composition: 12 15/16 x 9 5/16"" (32.9 x 23.6 cm); sheet: 16 15/16 × 12 5/16"" (43.1 × 31.3 cm)",Gift of Abby Aldrich Rockefeller,1072.1940,Print,Drawings & Prints,1940-04-05,Y,75491,http://www.moma.org/collection/works/75491,,,,,32.9,,,23.6,,
Preparatory drawing for In Memory of My Feelings,Elaine de Kooning,3212,"(American, 1920–1989)",(American),(1920),(1989),(Female),1967,Ink on acetate,"13 7/8 x 11"" (35.3 x 27.9 cm)",Gift of the artist,2202.1967.48,Drawing,Drawings & Prints,1967-10-18,Y,108221,http://www.moma.org/collection/works/108221,http://www.moma.org/media/W1siZiIsIjMwOTAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43634e764a9ab5cb,,,,35.3,,,27.9,,
Eater (Mangeur),Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(Male),1954,Oil on colored paper,"13 1/4 x 9 5/8"" (33.6 x 24.5 cm)",Gift in memory of Patricia Kane Matisse,733.1978,Drawing,Drawings & Prints,1978-10-27,Y,37907,http://www.moma.org/collection/works/37907,http://www.moma.org/media/W1siZiIsIjI5NzA2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aecf26a9eced9f17,,,,33.6,,,24.5,,
"Still Life: ""Job""",Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),(1881),(1973),(Male),Paris 1916,Oil and sand on canvas,"17 x 13 3/4"" (43.2 x 34.9 cm)",Nelson A. Rockefeller Bequest,971.1979,Painting,Painting & Sculpture,1979-10-09,Y,80434,http://www.moma.org/collection/works/80434,http://www.moma.org/media/W1siZiIsIjIwOTUwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=457c3e7bfa97981c,,,,43.2,,,34.9,,
Comboi (Convoy),Joan Brossa,802,"(Spanish, 1919–1998)",(Spanish),(1919),(1998),(Male),1989,Lithograph,"composition (irreg.): 8 x 17 9/16"" (20.3 x 44.6 cm); sheet: 15 x 19 3/4"" (38.1 x 50.2 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson in honor of Bernice and Edward Gerrig,245.2006,Print,Drawings & Prints,2006-03-08,Y,101575,http://www.moma.org/collection/works/101575,http://www.moma.org/media/W1siZiIsIjEwODI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=67818add41125f09,,,,20.32,,,44.6088,,
In-text plate (page 19) from Les Histoires du Petit Renaud,Pierre Bonnard,665,"(French, 1867–1947)",(French),(1867),(1947),(Male),1927,"One from an illustrated book with 52 line block and pochoir reproductions after pen and ink drawings (including duplicates on wrapper front and title page), printed in color","page (each): 11 x 8 3/4"" (28 x 22.2 cm)",The Louis E. Stern Collection,695.1964.9,Illustrated Book,Drawings & Prints,1964-10-06,N,155676,,,,,,28.0,,,22.2,,
Plate (page 8) from L'ODYSSÉE,Émile Bernard,511,"(French, 1868–1941)",(French),(1868),(1941),(Male),1930,"Woodcut and pochoir, printed in color","composition  9 3/16 x 6 7/16"" (23.4 x 16.3 cm)",The Louis E. Stern Collection,678.1964.A03,Illustrated Book,Drawings & Prints,1964-10-06,N,20638,,,,,,23.4,,,16.3,,
"Laugh, Clown, Laugh",Batiste Madalena,35204,"(American, 1902–1988)",(American),(1902),(1988),(Male),1928,Digital still image,,,F1986,Painting,Film,,N,119059,,,,,,,,,,,
"Luncheon on the Grass, after Manet, I (Le Déjeuner sur l'herbe, d'après Manet, I)",Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),(1881),(1973),(Male),"1962, published 1963",Linoleum cut,"composition: 20 15/16 x 25 1/4"" (53.2 x 64.2 cm); sheet: 24 7/16 x 29 5/8"" (62 x 75.3 cm)",Gift of Mr. and Mrs. Daniel Saidenberg,2184.1967,Print,Drawings & Prints,1967-10-18,Y,78078,http://www.moma.org/collection/works/78078,http://www.moma.org/media/W1siZiIsIjE1OTA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5ebbf04f1bd2ff4b,,,,53.2,,,64.2,,
Letter to Naum Gabo,Kurt Schwitters,5293,"(German, 1887–1948)",(German),(1887),(1948),(Male),1941,Ink on paper,"13 1/4 × 8 3/8"" (33.7 × 21.3 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1345.2015,Design,Architecture & Design,2015-10-19,Y,198476,http://www.moma.org/collection/works/198476,http://www.moma.org/media/W1siZiIsIjM0ODM5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73dbd85d89e09153,,,,33.6550673101,,,21.2725425451,,
Helen and Her Hoop,Chris Killip,3094,"(British, 1946–2020)",(British),(1946),(2020),(Male),1984,Gelatin silver print,"15 7/8 × 19 7/8"" (40.4 × 50.5 cm)",The Fellows of Photography Fund,343.1989,Photograph,Photography,1989-12-14,Y,51322,http://www.moma.org/collection/works/51322,http://www.moma.org/media/W1siZiIsIjQ0MzgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a08d0a6c8bf267c,,,,40.4,,,50.5,,
